#################################
#	File:   tl_localisation.csv
#	Author: Chris Saiko
#	Desc:   Toph's Laws Localisation File
#           Windows 1252 encoding
#################################

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#CODE;ENGLISH;;;;;;;;;;;;;x

#LAWS
#Imperial Usurpation
tl_impusurp_law;Imperial Usurpation;;;;;;;;;;;;;x
tl_impusurp_law_desc;This law determines the ability of the Emperor to be able to usurp non-viceroyal duchies at will.;;;;;;;;;;;;;x

tl_impusurp_law_0;Imperial Feudal Usurp Disallowed;;;;;;;;;;;;;x
tl_impusurp_law_0_desc;Imperial usurpation of any non-viceroyal duchies by the emperor is not allowed. The emperor may always return to this.;;;;;;;;;;;;;x
tl_impusurp_law_0_option;None;Aucune;Keine;;Ninguno;;;;;;;;;x
tl_title_sebastokrator_muslim_desc;The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.;Le titre de Sébastokrator a été créé à des fins encore plus honorifique que celui de 'César'. Il est réservé aux proches parents de l'empereur.;Der Titel Sebastokrator war mit noch höherer Ehre als der eines "Cäsar" verbunden. Er kann nur engen Verwandten des Kaisers verliehen werden.;;El título de sebastocrátor tenía aún más honor que el de césar. Solo puede otorgarse a los familiares cercanos del emperador.;;;;;;;;;x

tl_title_caesar_muslim;Caesar;César;Cäsar;;César;;;;;;;;;x
tl_title_caesar_muslim_desc;Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.;Plus haut titre de l'Empire romain, le titre de César peut désormais être décerné à tout le monde.;Ursprünglich war der Cäsartitel der ehrenvollste im Römischen Kaiserreich, jetzt aber kann er jedermann verliehen werden.;;Originalmente, era el título con más honor del Imperio Romano, aunque hoy en día puede otorgarse a cualquiera.;;;;;;;;;x

tl_title_kouropalates_muslim;Kouropalates;Curopalate;Kouropalates;;Curopalates;;;;;;;;;x
tl_title_kouropalates_muslim_desc;Kouropalates - 'the One in Charge of the Palace' - is a very prestigious title in the Byzantine Empire.;Curopalate - 'celui qui a la charge du palais' est un prestigieux titre de l'Empire byzantin.;Kouropalates - "der Palastverwalter" - ist im Byzantinischen Kaiserreich ein äußerst angesehener Titel.;;El título de curopalates (el encargado del palacio) es bastante prestigioso en el Imperio Bizantino.;;;;;;;;;x

tl_title_anthypatos_muslim;Anthypatos;Anthypatos;Anthypatos;;Anthypatos;;;;;;;;;x
tl_title_anthypatos_muslim_desc;Anthypatos is Greek for Proconsul. However, the office no longer denotes a provincial governor but is purely honorary.;Anthypathos est un terme grec qui signifie proconsul. Toutefois, ce titre ne désigne plus un gouverneur provincial, et s'avère purement honorifique.;Anthypathos ist der griechische Ausdruck für Prokonsul. Dieses Amt steht aber nicht mehr für einen Provinzgouverneur, sondern ist lediglich ein Ehrentitel.;;Anthypathos viene del griego y significa procónsul. Sin embargo, el cargo ya no es para los gobernadores de la provincia, sino que es meramente honorífico.;;;;;;;;;x

tl_title_hypatos_muslim;Hypatos;Hypatos;Hypatos;;Hypatos;;;;;;;;;x
tl_title_hypatos_muslim_female;Hypatissa;Hypatissa;Hypatissa;;Hipatisa;;;;;x
tl_title_hypatos_muslim_desc;Consul: Though only honorary now, it denotes the wearer as an important servant of the Empire.;Bien que seulement honorifique à présent, ce titre de consul est octroyé à un important serviteur de l'Empire.;Konsul: Obwohl es nur ehrenamtlich ist, bezeichnet es den Träger als einen wichtigen Diener des Reiches.;;Cónsul: aunque ahora solo es honorífico, señala a su portador como un servidor importante del imperio.;;;;;x

tl_title_patrikios_muslim;Patrikios;Patrikios;Patrikios;;Patricio;;;;;x
tl_title_patrikios_muslim_female;Patrikia;Patrikia;Patrikia;;Patricia;;;;;x
tl_title_patrikios_muslim_desc;Patrician: Recognizes the wearer as an elite member of Roman Society and is reserved for only the most influential servants of the Empire.;Membre d'élite patricien de la société romaine, le titre est réservé aux serviteurs les plus influents de l'Empire.;Patrizier: Zeichnet den Träger als Mitglied der Elite innerhalb der römischen Gesellschaft aus und ist nur den einflussreichsten Dienern des Reiches vorbehalten.;;Patricio: reconoce al portador como miembro de élite de la sociedad romana y se reserva solamente para los servidores más influyentes del imperio.;;;;;x

tl_title_sebastos_muslim;Sebastos;Sebastos;Sebastos;;Sebastos;;;;;x
tl_title_sebastos_muslim_female;Sebaste;Sebaste;Sebaste;;Sebaste;;;;;x
tl_title_sebastos_muslim_desc;Venerable one: Only important members of the imperial family and those related to them by marriage or blood may bear this venerable title.;Seuls les membres importants de la famille impériale et ceux qui leur sont liés par le mariage ou le sang peuvent porter ce titre vénérable.;Ehrwürdiger: Nur wichtige Mitglieder der kaiserlichen Familie und diejenigen, die durch Ehe oder Blut mit ihnen verwandt sind, dürfen diesen ehrwürdigen Titel tragen.;;Venerable: solo miembros importantes de la familia imperial y aquellas personas relacionadas con ellos por matrimonio o sangre pueden llevar este venerable título.;;;;;x

tl_title_augusta_muslim;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
tl_title_augusta_muslim_desc;Most Pious Augusta: Unlike the male counterpart the Augusta continues to be the most important woman of the empire. Wielding great power and authority, she is second only to the Basileus.;Contrairement à son homologue masculin, Augusta reste la femme la plus importante de l'Empire. Dotée d'un grand pouvoir et d'une grande autorité, elle est la deuxième après le Basileus.;Frommste Augusta: Im Gegensatz zu den Männern ist die Augusta nach wie vor die wichtigste Frau des Reiches. Mit großer Macht und Autorität ist sie nach dem Basileus die zweitwichtigste Person des Reiches.;;La más pía augusta: al contrario que sus contrapartidas masculinas, la augusta sigue siendo la mujer más importante del imperio, ejerciendo un gran poder y autoridad solo por debajo del Basileos.;;;;;x


#MINOR TITLES
#Houndmaster - basic title example
title_houndmaster;Houndmaster;;;;;;;;;;;;;x
title_houndmaster_desc;The realm Houndmaster maintains the hunting and guard dogs.;;;;;;;;;;;;;x

#Capitalis - tbyz_title_capitalis
tbyz_title_capitalis;Capitalis;;;;;;;;;;;;;x
tbyz_title_capitalis_desc;The Tresviri Capitales are a council of three which manage the carrying out of executions in the Byzantine Empire.;;;;;;;;;;;;;x

#Epulonis - tbyz_title_epulonis
tbyz_title_epulonis;Epulonis;;;;;;;;;;;;;x
tbyz_title_epulonis_desc;The Tresviri Epulones are a council of three priests which manages public banquets in the Byzantine Empire.;;;;;;;;;;;;;x

#Tresviri monetales - tbyz_title_monetalis
tbyz_title_monetalis;Monetalis;;;;;;;;;;;;;x
tbyz_title_monetalis_desc;The Tresviri Monetales are a council of three which manages the minting of coins in the Byzantine Empire.;;;;;;;;;;;;;x


#IMPERIAL SENATE
#Imperial Senate Consul
tbyz_title_consul;Consul;;;;;;;;;;;;;x
tbyz_title_consul_desc;The Consul was a member of the Imperial Senate, often appointed by the Emperor, to oversee Senate proceedings with the Emperor, and to see to the Senate on the Emperor's behalf. While in real life there were two, in game the Emperor is limited to one.;;;;;;;;;;;;;x

#Imperial Senator - Greece Province
tbyz_title_senator_greece;Senator (Greece);;;;;;;;;;;;;x
tbyz_title_senator_greece_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Epirus Province
tbyz_title_senator_epirus;Senator (Epirus);;;;;;;;;;;;;x
tbyz_title_senator_epirus_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Sicily Province
tbyz_title_senator_sicily;Senator (Sicily);;;;;;;;;;;;;x
tbyz_title_senator_sicily_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Italy Province
tbyz_title_senator_italy;Senator (Italy);;;;;;;;;;;;;x
tbyz_title_senator_italy_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Sardinia and Corsica Province
tbyz_title_senator_sardinia;Senator (Sardinia);;;;;;;;;;;;;x
tbyz_title_senator_sardinia_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Andalusia (Baetica) Province
tbyz_title_senator_andalusia;Senator (Baetica);;;;;;;;;;;;;x
tbyz_title_senator_andalusia_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Africa Province
tbyz_title_senator_africa;Senator (Africa);;;;;;;;;;;;;x
tbyz_title_senator_africa_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Trebizond Province
tbyz_title_senator_trebizond;Senator (Trebizond);;;;;;;;;;;;;x
tbyz_title_senator_trebizond_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x

#Imperial Senator - Anatolia Province
tbyz_title_senator_anatolia;Senator (Anatolia);;;;;;;;;;;;;x
tbyz_title_senator_anatolia_desc;Senators of the Imperial Senate of the Roman Empire handled many of the laws regarding the operation of the Empire, advising the Emperor and offering counsel.;;;;;;;;;;;;;x


#LEGATUS AUGUSTI
#Legatus Augusti Hispania
tbyz_title_leg_hispania;Legatus Hispania;;;;;;;;;;;;;x
tbyz_title_leg_hispania_desc;The Legatus Hispania is the governor which oversees the imperial province of Hispania.;;;;;;;;;;;;;x

#Legatus Augusti Gallia
tbyz_title_leg_gallia;Legatus Gallia;;;;;;;;;;;;;x
tbyz_title_leg_gallia_desc;The Legatus Gallia is the governor which oversees the imperial province of Gallia.;;;;;;;;;;;;;x

# Legatus Augusti Aegyptus (Praefectus Aegyptus)
tbyz_title_leg_aegyptus;Praefectus Aegyptus;;;;;;;;;;;;;x
tbyz_title_leg_aegyptus_desc;The Praefectus Aegyptus is the governor which oversees the imperial province of Aegyptus. It is similar to a Legatus Augusti title, but is a higher honor. After Marcus Antonius was defeated and Octavian rose to power, Egypt would forever be seen as a crucial asset to the Roman Empire.;;;;;;;;;;;;;x

#Legatus Augusti Germania
tbyz_title_leg_germania;Legatus Germania;;;;;;;;;;;;;x
tbyz_title_leg_germania_desc;The Legatus Germania is the governor which oversees the imperial province of Germania.;;;;;;;;;;;;;x

#Legatus Augusti Britannia
tbyz_title_leg_britannia;Legatus Britannia;;;;;;;;;;;;;x
tbyz_title_leg_britannia_desc;The Legatus Britannia is the governor which oversees the imperial province of Britannia.;;;;;;;;;;;;;x

#Legatus Augusti Dalmatia
tbyz_title_leg_dalmatia;Legatus Dalmatia;;;;;;;;;;;;;x
tbyz_title_leg_dalmatia_desc;The Legatus Dalmatia is the governor which oversees the imperial province of Dalmatia.;;;;;;;;;;;;;x

#Legatus Augusti Moesia
tbyz_title_leg_moesia;Legatus Moesia;;;;;;;;;;;;;x
tbyz_title_leg_moesia_desc;The Legatus Moesia is the governor which oversees the imperial province of Moesia.;;;;;;;;;;;;;x

#Legatus Augusti Syria
tbyz_title_leg_syria;Legatus Syria;;;;;;;;;;;;;x
tbyz_title_leg_syria_desc;The Legatus Syria is the governor which oversees the imperial province of Syria.;;;;;;;;;;;;;x

#Legatus Augusti Armenia
tbyz_title_leg_armenia;Legatus Armenia;;;;;;;;;;;;;x
tbyz_title_leg_armenia_desc;The Legatus Armenia is the governor which oversees the imperial province of Armenia.;;;;;;;;;;;;;x

#Legatus Augusti Arabia
tbyz_title_leg_arabia;Legatus Arabia;;;;;;;;;;;;;x
tbyz_title_leg_arabia_desc;The Legatus Arabia is the governor which oversees the imperial province of Arabia.;;;;;;;;;;;;;x

#Legatus Augusti Italia
tbyz_title_leg_italia;Legatus Italia;;;;;;;;;;;;;x
tbyz_title_leg_italia_desc;The Legatus Italia is the governor which oversees the imperial province of Italia.;;;;;;;;;;;;;x



#MODIFIERS

#De Jure Edict
tl_edict_modifier;De Jure Edict;;;;;;;;;;;;;x
tl_edict_modifier_desc;The ruler has proclaimed an edict, shifting the de jure allegiance of a vassal.;;;;;;;;;;;;;x

#Bestow Purple
tl_bestow_purple_modifier;Bestowed Born in the Purple;;;;;;;;;;;;;x
tl_bestow_purple_modifier_desc;This ruler has bestowed the Born in the Purple trait upon a grandchild.;;;;;;;;;;;;;x

#Seize Trade Post
tl_seize_tradepost_modifier;Seized Trade Post;;;;;;;;;;;;;x
tl_seize_tradepost_modifier_desc;The ruler has seized a trade post, annoying their vassals.;;;;;;;;;;;;;x

#Probation
opinion_tl_probation;On Probation;;;;;;;;;;;;;x
opinion_tl_probation_desc;This character has been released from prison on a conditional probation. They will not take hostile actions against their former jailer.;;;;;;;;;;;;;x

#BUILDINGS
ca_con_wall_6;Theodosian Walls;Mur théodosien;Theodosianische Mauern;;Murallas Teodosianas;;;;;;;;;x
ca_con_wall_7;Theodosian Walls;Mur théodosien;Theodosianische Mauern;;Murallas Teodosianas;;;;;;;;;x
ca_con_wall_8;Theodosian Walls;Mur théodosien;Theodosianische Mauern;;Murallas Teodosianas;;;;;;;;;x

ca_con_wall_7_desc;The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications ever built by human hands.;Le Mur ThÃ©odosien a Ã©tÃ© Ã©rigÃ© au cours du rÃ¨gne de l'empereur ThÃ©odosius II au dÃ©but du Ve siÃ¨cle. MÃªme aujourd'hui, c'est toujours parmi la plus formidable fortification jamais construite par l'homme.;Die Theodosische Mauer wurde wÃ¤hrend der Herrschaft des Kaisers Theodosius II im frÃ¼hen fÃ¼nften Jahrhundert gebaut, aber sie ist noch immer eine der bemerkenswertesten Befestigungen, welche jemals durch Menschen errichtet wurden.;;Las Murallas Teodosianas fueron construidas durante el reinado del emperador Teodosio II, a inicios del siglo V, pero aÃºn son una de las fortificaciones mÃ¡s formidables construidas por el hombre.;;;;;;;;;x
ca_con_wall_8_desc;The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications ever built by human hands.;Le Mur Théodosien a été érigé au cours du règne de l'empereur Théodosius II au début du Ve siècle. Même aujourd'hui, c'est toujours parmi la plus formidable fortification jamais construite par l'homme.;Die Theodosische Mauer wurde während der Herrschaft des Kaisers Theodosius II im frühen fünften Jahrhundert gebaut, aber sie ist noch immer eine der bemerkenswertesten Befestigungen, welche jemals durch Menschen errichtet wurden.;;Las Murallas Teodosianas fueron construidas durante el reinado del emperador Teodosio II, a inicios del siglo V, pero aún son una de las fortificaciones más formidables construidas por el hombre.;;;;;;;;;x

tl_tp_adm_post_1;Imperial Administration Post;Poste administratif impérial;Reichsverwaltungsposten;;Puesto de Administración Imperial;;;;;;;;;x
tl_tp_adm_post_1_desc;Carries out administration of the Trade Post on behalf of the Empire.;Effectue l'administration du poste de traite au nom de l'Empire.;Führt die Verwaltung des Handelspostens im Namen des Imperiums durch.;;Lleva a cabo la administración del Puesto Comercial en nombre del Imperio.;;;;;;;;;x
